SCN_ID	ROM_ID
03B2	03CD	DR_AnimEarthWar
03B3	03D2	DR_Lever
03B4	03D5	DR_LiftLever
03B5	03D6	DR_FootClamp
03B6	03DD	DR_Seqobj
03B7	02A4	VFPLift1
03B8	02AE	VFP_LiftSwitch
03B9	02AD	VFP_Block1
03BA	02AC	VFP_Platform1
03BB	02AB	VFP_RoundDoor
03BC	02A9	VFP_DoorSwitch
03BD	02A8	VFP_seqpoint
03BE	02A7	VFP_Spellstone
03BF	02A5	VFPLift2
03C0	02A3	VFPLavaBlock
03C1	0272	SC_totempuzzle
03C2	02A2	VFPDragHead
03C3	FFFF	NULL
03C4	FFFF	NULL
03C5	02A1	VFPDragBreath
03C6	02A0	VFP_SmallRoundD
03C7	029D	VFP_stepstone
03C8	029E	VFP_coreplat
03C9	00DE	RobottrackBeam
03CA	0274	SC_MusicTree
03CB	029B	VFP_coreplathol
03CC	01FE	DFwhirlpool
03CD	048D	applePickup
03CE	0057	DIMAnimSpellSto
03CF	04D8	SmallBasket
03D0	0124	DIMafterbossrub
03D1	FFFF	NULL
03D2	FFFF	NULL
03D3	047C	Green_scarab
03D4	047D	Red_scarab
03D5	047E	Gold_scarab
03D6	047F	Rain_scarab
03D7	04DA	SmallCrate
03D8	0066	KT_RexLevel
03D9	0067	KT_Rex
03DA	0068	KT_RexSequences
03DB	0069	KT_RexDoorPlaye
03DC	006A	KT_RexDoorTrex
03DD	006B	KT_RexFloorSwit
03DE	04D9	MediumBasket
03DF	047B	Blue_bean
03E0	006C	KT_Lazerwall
03E1	04D7	ZBomb
03E2	047A	Scorpion
03E3	006D	KT_Lazerlight
03E4	00E6	CF_Lamp
03E5	006E	KT_Torch
03E6	021A	NWtrickyball
03E7	02AA	VFP_LiftIndicat
03E8	006F	KT_Fallingrocks
03E9	0442	EndObject
03EA	042B	AnimSwoop
03EB	042A	SB_CloudrunnerA
03EC	0429	AnimKrystal
03ED	0082	CFPowerLock
03EE	034A	MMSH_Torch
03EF	0427	AnimShadowHunte
03F0	00A7	CFCheapGalleon
03F1	01BF	CCgrubBlue
03F2	01C0	CCgrubRed
03F3	0355	ECSH_Creator
03F4	0070	KT_AnimSpellSto
03F5	00B5	CFBrickTest
03F6	0058	DIMbosscrackpar
03F7	0479	TDtextureCreato
03F8	00B6	CFBrickTest2
03F9	00B7	CF_DFBackGround
03FA	00B8	CF_MMPBackGroun
03FB	0047	Tumbleweed2
03FC	041B	WGSH_projball
03FD	0033	Tumbleweedbush2
03FE	0035	VampireBat
03FF	0266	SC_musclelightf
0400	04AE	foodbagBlueMush
0401	04B1	foodbagBlueGrub
0402	041A	WGSH_Torch
0403	04A1	sidefoodbagGene
0404	0360	GPSH_flybaddie
0405	FFFF	NULL
0406	0228	NWreplaymedal
0407	0036	DustDevil
0408	036A	GPSH_Colrise
0409	036B	GPSHswapstone
040A	0049	Tumbleweed1twig
040B	004A	Tumbleweed2twig
040C	0214	NWMultiSeq
040D	026D	SC_steppingston
040E	FFFF	NULL
040F	00E4	CFliftGate
0410	FFFF	NULL
0411	0385	NWSH_colpushped
0412	0386	NWSH_ped
0413	026E	SC_meterblock
0414	0445	PortalSpellDoor
0415	FFFF	NULL
0416	03CE	DR_EarthWarrior
0417	03D8	DR_LaserCannon
0418	03DA	DR_PushCart
0419	03CF	DR_CloudRunner
041A	04A3	foodbagGreenApp
041B	04A5	foodbagBrownApp
041C	04A7	foodbagSmokedFi
041D	04A9	foodbagOldMeat
041E	04AB	foodbagRedBean
041F	04AC	foodbagBrownBea
0420	04AD	foodbagBlueBean
0421	04AF	foodbagRedMushr
0422	04B2	foodbagRedGrub
0423	04B0	foodbagOldMushr
0424	04B3	foodbagOldGrub
0425	04A2	foodbagapple
0426	03D9	DR_IonCannon
0427	002B	ScorpionRobot
0428	03DB	DR_IonCannonPol
0429	03DC	DRbullet
042A	03D1	DR_FireBall
042B	02D7	DFP_Spellstone
042C	02D8	DFP_seqpoint
042D	02DA	DFP_DoorSwitch
042E	02DC	DFP_RoundDoor
042F	02DE	DFPLift1
0430	FFFF	NULL
0431	02DF	DFP_LevelContro
0432	02E0	DFP_ObjCreator
0433	018C	GPbonfire
0434	000E	Icebeam
0435	03DF	DRBlastedWall
0436	03E1	DRExplodeWall
0437	03E2	DRExplodePieces
0438	03E5	DR_NiceSharpy
0439	01C1	CChightop
043A	03E7	DRLavaControl
043B	0447	FireFlyLantern
043C	0448	LanternFireFly
043D	0275	SC_MMP_Key
043E	03E8	DR_BigSkeetla
043F	03EC	DR_Creator
0440	04D0	TrickyGuard
0441	03E9	DR_SmallSkeetla
0442	02D6	DFP_Torch
0443	04D3	VariableObject
0444	04BA	appleAnim
0445	04B9	beanAnim
0446	04BE	meatAnim
0447	04BD	fishAnim
0448	04BC	mushroomAnim
0449	04BB	grubAnim
044A	0434	RD_wall
044B	0435	RD_frond
044C	FFFF	NULL
044D	026A	SC_BWC_door
044E	FFFF	NULL
044F	FFFF	NULL
0450	03ED	DR_tube
0451	0480	Green_scarabAni
0452	0481	Red_scarabAnim
0453	0482	Gold_scarabAnim
0454	FFFF	NULL
0455	018A	GPBoneHead
0456	002D	WG_PollenPod
0457	002E	WG_PollenCannon
0458	002F	WG_Triffid
0459	03E6	DR_SupGuardClaw
045A	0030	WG_Tentacle
045B	01C8	CCkrazoaBits
045C	032B	SPShop
045D	032C	SPShopKeeper
045E	032D	SPFruit
045F	032E	SPMeat
0460	032F	SPRedMushroom
0461	0330	SPRedMaggot
0462	0331	SPMagic
0463	0332	SPFishingNet
0464	0333	SPLantern
0465	0334	SPTranslator
0466	0335	SPSideFood
0467	0336	SPMagicChest
0468	0337	SPFoodContainer
0469	0338	SPMap
046A	0339	SPReplayDisk
046B	03EE	DR_Vines
046C	03F0	DR_Geezer
046D	03EF	DR_ExplodeDoor
046E	FFFF	NULL
046F	FFFF	NULL
0470	03F1	DR_Chimmey
0471	03F2	DR_CageControl
0472	03F3	DR_Cage
0473	03F4	DR_CloudDoorA
0474	03F5	DR_CloudDoorB
0475	03F6	DR_PressurePad
0476	033A	SPWell
0477	03F7	DRPerch
0478	FFFF	NULL
0479	0446	PortalDoorAnim
047A	0474	VisAnimator
047B	0042	Pollen
047C	03F8	DR_Shackle
047D	03F9	DR_BigShackle
047E	032A	SPDoor
047F	0328	SPScarab
0480	FFFF	NULL
0481	0329	SPSeqObj
0482	0043	PollenFramgment
0483	0327	SPDrape
0484	03D0	DR_HighTop
0485	03FA	DR_Bell
0486	03FB	DR_Rock
0487	02D4	DFP_floorbar
0488	02D5	DFP_wallbar
0489	03FC	DR_HighDoorA
048A	03FD	DR_HighDoorB
048B	03FE	DR_HighPlatform
048C	02D3	DFP_PuzzlePad
048D	02D1	DFP_ForceAway
048E	0230	SHLevelControl
048F	FFFF	NULL
0490	02CF	DFP_PitSwitch
0491	02D9	DFP_DoorSwitch2
0492	02D2	DFP_dish
0493	02CB	DFP_BigDoor1
0494	02CC	DFP_BigDoor2
0495	02CD	DFP_SmallDoor
0496	FFFF	NULL
0497	02C9	DFP_Statue1
0498	02CA	DFP_RotatePuzzl
0499	02C3	DFP_LaserBeam
049A	FFFF	NULL
049B	02C7	DFP_PerchSwitch
049C	02C8	DFP_PerchBase
049D	02D0	DFP_ForceSwitch
049E	03FF	DR_CloudSmallDo
049F	04DB	MediumMetalCrat
04A0	FFFF	NULL
04A1	0401	DR_pulley
04A2	0403	DR_TrackDoor
04A3	0404	DR_TrackDoor2
04A4	0400	DR_IceFire
04A5	0405	DR_WireFence
04A6	FFFF	NULL
04A7	0402	DR_cradle
04A8	046F	TexFrameAnimato
04A9	0406	DR_SupPortal
04AA	0243	SHswaplift
04AB	03D4	DR_Lever_OnePre
04AC	03EA	Skeetla
04AD	03EB	SkeetlaWall
04AE	0326	SPitembeam
04AF	FFFF	NULL
04B0	0407	DRProjectileSwi
04B1	018B	PortalSpell
04B2	023D	SHplantspore
04B3	03D3	DR_TrackLever
04B4	0408	DRCollapsePieac
04B5	02C6	DFP_TargetBlock
04B6	040B	DR_CollapseTube
04B7	0409	DRPlatformColla
04B8	040A	DRPlatformColla
04B9	0034	Tumbleweedbush3
04BA	0048	Tumbleweed3
04BB	004B	Tumbleweed3twig
04BC	040C	DR_CollapseCont
04BD	03DE	DR_PartSeqobj
04BE	0185	GP_ShrinePillar
04BF	02C4	DFP_blockwall
04C0	040D	DR_CaveIn
04C1	FFFF	NULL
04C2	026F	SC_flamegameflame
04C3	02C2	DFP_SpellPlace
04C4	FFFF	NULL
04C5	FFFF	NULL
04C6	040F	DR_LightBeam
04C7	02DD	DFP_SmallTunDoo
04C8	0410	DR_LandSquare
04C9	000D	Grenade
04CA	0188	GP_ChimneySwipe
04CB	01CB	CCmetaldoor
04CC	04F1	barrel
04CD	01CC	CCrockDoor
04CE	01CD	CCrockDoorPiece
04CF	043E	BlownUpTarget
04D0	01CE	CCgrassfloor
04D1	01CF	CCgrassfloorPie
04D2	0411	DRSpecialLoader
04D3	00EB	CRSnowClaw3
04D4	00EF	CRSnowClawBike3
04D5	0412	DR_LightPole
04D6	0413	DR_LightHalo
04D7	0023	Nurse
04D8	01D0	CCsettlementroo
04D9	0026	KamerianBoss
04DA	0417	DR_CloudPerch
04DB	0061	BossDrakorAster
04DC	0062	BossDrakorFlatR
04DD	02C1	DFP_BomBot
04DE	02CE	DFP_SmallDoor2
04DF	0044	KamerianAcid
04E0	02C5	DFP_TargetBlock
04E1	0063	BossDrakor_sequ
04E2	0418	DR_EarthCallPad
04E3	0045	KamerianFlame
04E4	FFFF	NULL
04E5	0419	DR_CloudCallPad
04E6	02DB	DFP_Textblock
04E7	040E	DR_CaveInFlow
04E8	03E0	DR_AnimCollPiea
04E9	03E3	DRSmallExplodeW
04EA	03E4	DRSmallExplodeP
04EB	0187	GP_Shrine
04EC	046A	iceblast
04ED	0064	BossDrakor_Lase
04EE	FFFF	NULL
04EF	0426	AMLevelControl
04F0	046B	flameblast
04F1	01D1	CCkrazoaTabletA
04F2	FFFF	NULL
04F3	049A	DusterAnim
04F4	0414	DR_LightPoleYel
04F5	0027	KamSwitch
04F6	0028	KamColumn
04F7	0457	LaserEmitter
04F8	0416	DR_LightLampYel
04F9	02C0	DFP_Platform1
04FA	02BE	DFP_PowerBolt
04FB	00F5	WCQueenEarthWal
04FC	00F9	WCTrex
04FD	00FB	WCTeethBowl
04FE	00FA	WCBouncyCrate
04FF	00F8	AnimKingEarthWa
0500	00F7	WCKingEarthWalk
0501	02BD	DFP_SmallBrownD
0502	0186	GP_PillarDoor
0503	0065	BossDrakor_Dumm
0504	02BF	DFP_translator
0505	00FC	WCSeqObject
0506	00FD	WCTrexChase
0507	0116	WCFlameBurst
0508	00FE	WCSabreChase
0509	00FF	WCLevelControl
050A	0100	WCSunTempleDoor
050B	0101	WCMoonTempleDoo
050C	0104	WCSlabDoor
050D	0105	WCCageDoor
050E	0106	WCPressureSwitc
050F	0108	WCBeacon
0510	0109	WCTrexStatue
0511	0112	WCBossDoor
0512	04C3	fruitBranchRock
0513	0415	DR_LightLamp
0514	0117	WCFlameSource
0515	0118	WCPushBlock
0516	0189	GPanimBonehead
0517	0209	MMP_trechFX
0518	020B	MMP_gyservent
0519	020C	MMP_moonrock
051A	FFFF	NULL
051B	003D	LunaimarSpirit
051C	020A	MMP_asteroid_fl
051D	0119	WCTile
051E	0192	WGbouncyVine
051F	0102	WCSunDoor
0520	0103	WCMoonDoor
0521	020D	MMP_Krazoa
0522	0111	WCTrexTooth
0523	020E	MMP_moonseedbus
0524	020F	MMP_moonseedvin
0525	0201	MMP_levelcontro
0526	0110	WCInvUseObj
0527	0113	WCGeneralDoor
0528	0114	WCMoonTempleLif
0529	0115	WCSunTempleLift
052A	010A	WCAnimSilverToo
052B	010B	WCAnimGoldTooth
052C	010C	WCAnimSunStone
052D	010D	WCAnimMoonStone
052E	03CC	DR_BarrelPositi
052F	0024	KD_Sequences
0530	0025	BKfleshmelt
0531	018D	WGSeqObject
0532	018E	WGmutant
0533	018F	WGsunDial
0534	0190	WGsunDialVane
0535	0191	WGkameriaBelt
0536	0193	WGblackeyePod
0537	0194	WGboulder
0538	0428	AnimSabre
0539	039E	DBstealerworm
053A	0208	MMP_asteroid_re
053B	005A	AnimDrakor
053C	0212	MMP_Bridge
053D	FFFF	NULL
053E	FFFF	NULL
053F	02A6	VFPLift3
0540	029A	VFP_PodiumPoint
0541	03C7	DB_SuperDoor
0542	039D	DB_FlameSwitch
0543	039C	DB_OrbDoor
0544	03C8	DB_SuperSymbol
0545	03AF	DBStaticDiamond
0546	0299	VFP_PuzzlePad
0547	0298	VFP_PitSwitch
0548	0297	VFP_Ladders2
0549	0296	VFP_PowerBolt
054A	0295	VFP_Block2
054B	0210	MMP_moonseed
054C	0211	MMP_mseedrecept
054D	03BE	DBAnimshooterba
054E	0294	VFP_SpellPlace
054F	00F3	BWAlphaAnim
0550	01D2	CCperchSwitch
0551	0293	VFP_flamepoint
0552	FFFF	NULL
0553	01D3	CCfireflyfind
0554	00F4	BWLevelControl
0555	01D4	CCsandwormBoss
0556	0471	PortalTexAnimat
0557	03C9	DB_fruittree
0558	03CA	DB_shortfruittr
0559	0292	VFP_lavapool
055A	0291	VFP_lavastar
055B	FFFF	NULL
055C	02BC	VFP_SpellPlace
055D	044C	RestPerch
055E	0017	LunaimarShield
055F	029F	VFP_coreplatani
0560	0225	NWmutant
0561	02E3	WM_Planets
0562	0229	NWanimice1
0563	022A	NWanimice2
0564	022B	NWanimice3
0565	022C	NWice1
0566	022D	NWice2
0567	022E	NWice3
0568	FFFF	NULL
0569	02E2	WM_PlanetsSun
056A	029C	VFP_mocklazer
056B	01AB	CCnewseqobject
056C	02E1	WM_TransTop
056D	03CB	DB_FakeHorizon
056E	04F4	animbubble
056F	FFFF	NULL
0570	FFFF	NULL
0571	FFFF	NULL
0572	04F2	coldWaterContro
0573	043A	Fall_Ladders
0574	0094	CFDoubleSwitch
0575	00A8	CF_DoorLight
0576	00D1	CFAnimTreasChest
0577	00C2	CFExplodeWall
0578	00C1	CFBlastedWall
0579	00C3	CFWallPieaces
057A	FFFF	NULL
057B	04C5	MagicPlantBase
057C	0014	AnimGuardClaw
057D	00A3	CFAnimTreasureC
057E	0091	CFKyteGoldPerch
057F	00E8	CRFuelTank
0580	01E8	DFdebris2piece
0581	0240	SHwhitemushroom
0582	FFFF	NULL
0583	024A	KP_red_orb
0584	024B	KP_red_green
0585	024C	KP_red_blue
0586	024D	KP_red_yellow
0587	024E	KP_red_purple
0588	FFFF	NULL
0589	FFFF	NULL
058A	FFFF	NULL
058B	0279	SC_DinoMole
058C	023A	SHsign
058D	04F3	waterfallContro
058E	00C5	CF_RockPiece
058F	0252	KP_console_fire
0590	0253	KP_console_eart
0591	0254	KP_console_wate
0592	0255	KP_console_magi
0593	0256	KP_textblock_fi
0594	0257	KP_textblock_ea
0595	0258	KP_textblock_wa
0596	0259	KP_textblock_ma
0597	024F	KP_AnimKrazoa
0598	0250	KP_RedKrazoa
0599	0249	KP_sequences
059A	0251	KP_Transporter
059B	01D5	CCextbridge
059C	025A	KP_SectionDoor
059D	0037	BalloonBaddie
059E	025B	KP_FinDoor
059F	00D3	CFExplosiveKey
05A0	00D4	CFExplosiveDoor
05A1	0281	SB_ShipGunBroke
05A2	01D6	CCcannonSwitch
05A3	0038	SwarmBaddie
05A4	0039	PinPonBaddie
05A5	003A	PirahnaBaddie
05A6	003B	WispBaddie
05A7	003C	TurtleBaddie
05A8	FFFF	NULL
05A9	0437	SpellOverlay
05AA	01D7	CCexplodedoor
05AB	01D8	CCexploodedoorPi
05AC	01D9	CCgasvent
05AD	01DA	CCgasventContro
05AE	01DB	CCboulder
05AF	01DC	CCgoldnuggetPic
05B0	04C8	MagicDustSmallA
05B1	04CA	MagicDustMidAni
05B2	04CC	MagicDustLargeA
05B3	04CE	MagicDustHugeAn
05B4	FFFF	NULL
05B5	FFFF	NULL
05B6	FFFF	NULL
05B7	FFFF	NULL
05B8	FFFF	NULL
05B9	FFFF	NULL
05BA	04EF	SidekickBallAni
05BB	030B	WL_Door1
05BC	040E	DR_CaveInFlow
05BD	FFFF	NULL
05BE	FFFF	NULL
05BF	0E34	NULL
05C0	02A6	VFPLift3
05C1	04C2	fruitBranchSnow
05C2	005D	BossDrakorNebul
05C3	0E35	NULL
05C4	0060	BossDrakorQuake
05C5	02A8	VFP_seqpoint
05C6	04C5	MagicPlantBase
05C7	0294	VFP_SpellPlace
05C8	0569	? 
05C9	FFFF	NULL
05CA	FFFF	NULL
05CB	0293	VFP_flamepoint
05CC	0589	? 
05CD	FFFF	NULL
05CE	FFFF	NULL
05CF	02CA	DFP_RotatePuzzl
05D0	05A1	? 
05D1	FFFF	NULL
05D2	FFFF	NULL
05D3	02F5	WM_MovePlatform
05D4	05EB	? 
05D5	FFFF	NULL
05D6	FFFF	NULL
05D7	12CE	NULL
05D8	15B3	NULL
05D9	12E4	NULL
05DA	159F	NULL
05DB	1246	NULL
05DC	136A	NULL
05DD	FFFF	NULL
05DE	FFFF	NULL
05DF	0276	SC_totemstrengt
05E0	058B	? 
05E1	FFFF	NULL
05E2	FFFF	NULL
05E3	027B	SB_Cloudrunner
05E4	0587	? 
05E5	FFFF	NULL
05E6	FFFF	NULL
05E7	02E2	WM_PlanetsSun
05E8	05D6	? 
05E9	FFFF	NULL
05EA	FFFF	NULL
05EB	0C78	NULL
05EC	FFFF	NULL
05ED	FFFF	NULL
05EE	FFFF	NULL
05EF	0C37	NULL
05F0	FFFF	NULL
05F1	FFFF	NULL
05F2	FFFF	NULL
05F3	0106	WCPressureSwitc
05F4	FFFF	NULL
05F5	FFFF	NULL
05F6	FFFF	NULL
05F7	010D	WCAnimMoonStone
05F8	01FA	DFSH_Door2Speci
05F9	FFFF	NULL
05FA	FFFF	NULL
05FB	008C	CFCageDoor
05FC	FFFF	NULL
05FD	FFFF	NULL
05FE	FFFF	NULL
05FF	0113	WCGeneralDoor
0600	FFFF	NULL
0601	FFFF	NULL
0602	FFFF	NULL
0603	003E	IceBall
0604	0E94	NULL
0605	FFFF	NULL
0606	FFFF	NULL
0607	0072	KytesMum
0608	034B	MMSHcol
0609	05EA	? 
060A	FFFF	NULL
060B	0054	DIM_BossGutSpik
060C	052E	? 
060D	0368	GPSH_Door4
060E	FFFF	NULL
060F	0D21	NULL
0610	00E1	CFMainDoorB
0611	FFFF	NULL
0612	FFFF	NULL
0613	00BE	LaserBeam
0614	0CDE	NULL
0615	FFFF	NULL
0616	FFFF	NULL
0617	0101	WCMoonTempleDoo
0618	0D3D	NULL
0619	FFFF	NULL
061A	FFFF	NULL
061B	008C	CFCageDoor
061C	0CCE	NULL
061D	FFFF	NULL
061E	FFFF	NULL
061F	00AC	CFPowerCrystal1
0620	FFFF	NULL
0621	FFFF	NULL
0622	FFFF	NULL
0623	0F1D	NULL
0624	134F	NULL
0625	FFFF	NULL
0626	FFFF	NULL
0627	0005	Kyte
0628	FFFF	NULL
0629	FFFF	NULL
062A	FFFF	NULL
062B	0089	CFPrisonCage
062C	FFFF	NULL
062D	FFFF	NULL
062E	FFFF	NULL
062F	00B8	CF_MMPBackGroun
0630	0F2B	NULL
0631	FFFF	NULL
0632	FFFF	NULL
0633	00A2	CFSupTreasureCh
0634	FFFF	NULL
0635	FFFF	NULL
0636	FFFF	NULL
0637	00CD	CFseqobjectlev
0638	FFFF	NULL
0639	FFFF	NULL
063A	FFFF	NULL
063B	0085	CFPrisonDoor2
063C	0F99	NULL
063D	13D3	NULL
063E	FFFF	NULL
063F	0E41	NULL
0640	FFFF	NULL
0641	FFFF	NULL
0642	FFFF	NULL
0643	006B	KT_RexFloorSwit
0644	0E29	NULL
0645	1207	NULL
0646	FFFF	NULL
0647	0458	FXEmit
0648	0245	SHriver
0649	04AE	foodbagBlueMush
064A	02C1	DFP_BomBot
064B	03AF	DBStaticDiamond
064C	05AF	? 
064D	FFFF	NULL
064E	FFFF	NULL
064F	0E87	NULL
0650	FFFF	NULL
0651	FFFF	NULL
0652	FFFF	NULL
0653	02CD	DFP_SmallDoor
0654	0935	NULL
0655	05DA	? 
0656	07FB	NULL
0657	00A4	CFBigTreasureCh
0658	FFFF	NULL
0659	FFFF	NULL
065A	FFFF	NULL
065B	00CB	CFledge
065C	0D14	NULL
065D	FFFF	NULL
065E	FFFF	NULL
065F	0095	CFAttractor
0660	0CD4	NULL
0661	FFFF	NULL
0662	FFFF	NULL
0663	0094	CFDoubleSwitch
0664	0CF9	NULL
0665	FFFF	NULL
0666	FFFF	NULL
0667	0098	CFChuckObj1
0668	0CD5	NULL
0669	FFFF	NULL
066A	FFFF	NULL
066B	0127	DIMLavaDebris
066C	FFFF	NULL
066D	FFFF	NULL
066E	FFFF	NULL
066F	0026	KamerianBoss
0670	0F29	NULL
0671	FFFF	NULL
0672	FFFF	NULL
0673	00AD	CFPowerCrystal2
0674	FFFF	NULL
0675	FFFF	NULL
0676	FFFF	NULL
0677	00AC	CFPowerCrystal1
0678	FFFF	NULL
0679	FFFF	NULL
067A	FFFF	NULL
067B	0F1D	NULL
067C	134F	NULL
067D	FFFF	NULL
067E	FFFF	NULL
067F	0004	AnimTricky
0680	FFFF	NULL
0681	FFFF	NULL
0682	FFFF	NULL
0683	0089	CFPrisonCage
0684	FFFF	NULL
0685	FFFF	NULL
0686	FFFF	NULL
0687	00B9	CFCloudBaby
0688	0F2D	NULL
0689	FFFF	NULL
068A	FFFF	NULL
068B	009D	CFPowerDoor3
068C	FFFF	NULL
068D	FFFF	NULL
068E	FFFF	NULL
068F	0085	CFPrisonDoor2
0690	0F99	NULL
0691	13D3	NULL
0692	FFFF	NULL
0693	0E41	NULL
0694	FFFF	NULL
0695	FFFF	NULL
0696	FFFF	NULL
0697	006B	KT_RexFloorSwit
0698	0E29	NULL
0699	1207	NULL
069A	FFFF	NULL
069B	00C2	CFExplodeWall
069C	0F76	NULL
069D	FFFF	NULL
069E	FFFF	NULL
069F	0E7B	NULL
06A0	00A6	CFScalesGalleon
06A1	048B	EnergyGem6
06A2	0396	CCSH_Door3
06A3	0316	WL_WarpDoor
06A4	05BC	? 
06A5	016F	DIM2SilverKey
06A6	FFFF	NULL
06A7	03AF	DBStaticDiamond
06A8	FFFF	NULL
06A9	FFFF	NULL
06AA	FFFF	NULL
06AB	0594	? 
06AC	FFFF	NULL
06AD	FFFF	NULL
06AE	FFFF	NULL
06AF	089D	NULL
06B0	052F	? 
06B1	07A1	NULL
06B2	05EA	? 
06B3	0893	NULL
06B4	0519	? 
06B5	0789	NULL
06B6	03EB	SkeetlaWall
06B7	0EEC	NULL
06B8	0EE8	NULL
06B9	FFFF	NULL
06BA	FFFF	NULL
06BB	0F02	NULL
06BC	FFFF	NULL
06BD	FFFF	NULL
06BE	FFFF	NULL
06BF	0252	KP_console_fire
06C0	0496	FireSpell
06C1	0894	NULL
06C2	06C1	NULL
06C3	0ED9	NULL
06C4	0766	NULL
06C5	0371	GPSHpickobjbarr
06C6	057B	? 
06C7	09A5	NULL
06C8	FFFF	NULL
06C9	FFFF	NULL
06CA	FFFF	NULL
06CB	00D2	CFTreasureChest
06CC	0D13	NULL
06CD	FFFF	NULL
06CE	FFFF	NULL
06CF	00AF	CFPowerBase
06D0	0CD2	NULL
06D1	FFFF	NULL
06D2	FFFF	NULL
06D3	00F1	CRSpellstone
06D4	0D41	NULL
06D5	FFFF	NULL
06D6	FFFF	NULL
06D7	00AF	CFPowerBase
06D8	0CC7	NULL
06D9	FFFF	NULL
06DA	FFFF	NULL
06DB	0497	EarthQuakSpell
06DC	032F	SPRedMushroom
06DD	09A7	NULL
06DE	07F1	NULL
06DF	0484	Crate2
06E0	06A9	NULL
06E1	02DA	DFP_DoorSwitch
06E2	0714	NULL
06E3	0993	NULL
06E4	05D3	? 
06E5	FFFF	NULL
06E6	FFFF	NULL
06E7	04A6	foodbagNewFish
06E8	0929	NULL
06E9	0789	NULL
06EA	05BC	? 
06EB	0328	SPScarab
06EC	FFFF	NULL
06ED	FFFF	NULL
06EE	FFFF	NULL
06EF	0516	? 
06F0	0766	NULL
06F1	09AE	NULL
06F2	03E0	DR_AnimCollPiea
06F3	04B4	fruit
06F4	06D2	NULL
06F5	034B	MMSHcol
06F6	0598	? 
06F7	094A	NULL
06F8	FFFF	NULL
06F9	FFFF	NULL
06FA	FFFF	NULL
06FB	027B	SB_Cloudrunner
06FC	08C2	NULL
06FD	0701	NULL
06FE	056E	? 
06FF	0F8C	NULL
0700	FFFF	NULL
0701	FFFF	NULL
0702	FFFF	NULL
0703	0104	WCSlabDoor
0704	FFFF	NULL
0705	FFFF	NULL
0706	FFFF	NULL
0707	02D9	DFP_DoorSwitch2
0708	04DA	SmallCrate
0709	076E	NULL
070A	096F	NULL
070B	02DE	DFPLift1
070C	05DE	? 
070D	FFFF	NULL
070E	FFFF	NULL
070F	02EA	WMtesla
0710	05D9	? 
0711	FFFF	NULL
0712	FFFF	NULL
0713	00AC	CFPowerCrystal1
0714	FFFF	NULL
0715	FFFF	NULL
0716	FFFF	NULL
0717	00A0	CFMainSlideDoor
0718	FFFF	NULL
0719	FFFF	NULL
071A	FFFF	NULL
071B	00BA	CFAnimBaby
071C	FFFF	NULL
071D	FFFF	NULL
071E	FFFF	NULL
071F	0534	? 
0720	02C6	DFP_TargetBlock
0721	0393	CCSH_ObjCreator
0722	05ED	? 
0723	02B8	VFP_statueball
0724	0510	? 
0725	0395	CCSH_Door2
0726	05E2	? 
0727	0311	WL_PlanDoor3
0728	05F0	? 
0729	FFFF	NULL
072A	FFFF	NULL
072B	031F	WL_AnimPodiumge
072C	05ED	? 
072D	FFFF	NULL
072E	FFFF	NULL
072F	004D	SnowClaw
0730	FFFF	NULL
0731	FFFF	NULL
0732	FFFF	NULL
0733	0071	generalscales
0734	FFFF	NULL
0735	FFFF	NULL
0736	FFFF	NULL
0737	00B4	CFSeqRobotPatro
0738	FFFF	NULL
0739	FFFF	NULL
073A	FFFF	NULL
073B	00DF	CFIllusionClaw
073C	FFFF	NULL
073D	FFFF	NULL
073E	FFFF	NULL
073F	044E	FindKyteObject
0740	06EB	NULL
0741	037C	DBSH_Door2
0742	09F6	NULL
0743	02DE	DFPLift1
0744	05E9	? 
0745	FFFF	NULL
0746	FFFF	NULL
0747	02B5	VFP_Maindoor2
0748	05C4	? 
0749	FFFF	NULL
074A	FFFF	NULL
074B	0445	PortalSpellDoor
074C	0326	SPitembeam
074D	FFFF	NULL
074E	FFFF	NULL
074F	0060	BossDrakorQuake
0750	01A4	IMSpaceRing
0751	FFFF	NULL
0752	FFFF	NULL
0753	005A	AnimDrakor
0754	019B	IMSnowClawBike
0755	FFFF	NULL
0756	FFFF	NULL
0757	02C4	DFP_blockwall
0758	0965	NULL
0759	05FA	? 
075A	0682	NULL
075B	009B	CFPowerDoor1
075C	FFFF	NULL
075D	FFFF	NULL
075E	FFFF	NULL
075F	008C	CFCageDoor
0760	FFFF	NULL
0761	FFFF	NULL
0762	FFFF	NULL
0763	0019	SabreBaddie
0764	FFFF	NULL
0765	FFFF	NULL
0766	FFFF	NULL
0767	001F	SnowWormLarge
0768	FFFF	NULL
0769	FFFF	NULL
076A	FFFF	NULL
076B	004B	Tumbleweed3twig
076C	FFFF	NULL
076D	FFFF	NULL
076E	FFFF	NULL
076F	008B	AnimSpell
0770	FFFF	NULL
0771	FFFF	NULL
0772	FFFF	NULL
0773	0031	Tentacle
0774	0667	NULL
0775	0965	NULL
0776	02FC	WM_WarpPoint
0777	05E0	? 
0778	FFFF	NULL
0779	FFFF	NULL
077A	FFFF	NULL
077B	0072	KytesMum
077C	FFFF	NULL
077D	FFFF	NULL
077E	FFFF	NULL
077F	01BB	CCkdoor2
0780	FFFF	NULL
0781	FFFF	NULL
